id,ACR_FA,ACR-L_FA,ACR-R_FA,ALIC_FA,ALIC-L_FA,ALIC-R_FA,AverageFA_FA,BCC_FA,CC_FA,CGC_FA,CGC-L_FA,CGC-R_FA,CGH_FA,CGH-L_FA,CGH-R_FA,CR_FA,CR-L_FA,CR-R_FA,CST_FA,CST-L_FA,CST-R_FA,EC_FA,EC-L_FA,EC-R_FA,FX_FA,FX/ST-L_FA,FX/ST-R_FA,FXST_FA,GCC_FA,IC_FA,IC-L_FA,IC-R_FA,IFO_FA,IFO-L_FA,IFO-R_FA,PCR_FA,PCR-L_FA,PCR-R_FA,PLIC_FA,PLIC-L_FA,PLIC-R_FA,PTR_FA,PTR-L_FA,PTR-R_FA,RLIC_FA,RLIC-L_FA,RLIC-R_FA,SCC_FA,SCR_FA,SCR-L_FA,SCR-R_FA,SFO_FA,SFO-L_FA,SFO-R_FA,SLF_FA,SLF-L_FA,SLF-R_FA,SS_FA,SS-L_FA,SS-R_FA,UNC_FA,UNC-L_FA,UNC-R_FA
SPN01_CMH_0007_01,0.445769,0.428178,0.463462,0.560837,0.576121,0.546945,0.432897,0.683799,0.706228,0.585982,0.615152,0.55478,0.492496,0.470829,0.514329,0.491915,0.483632,0.499915,0.51173,0.515586,0.5076,0.434368,0.446181,0.422604,0.474764,0.597919,0.579695,0.589917,0.671532,0.629209,0.636932,0.621879,0.463926,0.46238,0.465215,0.510289,0.489065,0.529196,0.712129,0.713851,0.710424,0.602206,0.607668,0.596912,0.599836,0.603604,0.596283,0.764557,0.534388,0.544814,0.524359,0.499974,0.514456,0.485936,0.484246,0.493024,0.475652,0.550348,0.569691,0.530945,0.596645,0.573762,0.612415
SPN01_ZHH_0029_01,0.473426,0.471492,0.475372,0.590934,0.58781,0.593774,0.450658,0.672198,0.713132,0.58034,0.605205,0.553742,0.585228,0.551098,0.61962,0.492099,0.491195,0.492973,0.617049,0.615248,0.618977,0.441168,0.443594,0.438752,0.504041,0.609867,0.676652,0.639192,0.706719,0.648065,0.645807,0.650209,0.486434,0.44427,0.521571,0.493227,0.476713,0.507937,0.730737,0.733799,0.727706,0.61828,0.598224,0.637719,0.607641,0.596224,0.618406,0.774423,0.512549,0.52109,0.504333,0.506145,0.499178,0.512899,0.513705,0.505914,0.521334,0.56707,0.564286,0.569863,0.535546,0.491679,0.565779
SPN01_ZHH_0028_01,0.507442,0.514227,0.500617,0.625981,0.628238,0.62393,0.464611,0.731969,0.750096,0.614046,0.626425,0.600805,0.621851,0.578437,0.665598,0.504718,0.505227,0.504227,0.564219,0.565568,0.562774,0.472914,0.479637,0.466219,0.51667,0.575404,0.577234,0.576208,0.733456,0.657744,0.657476,0.657998,0.561962,0.583866,0.543709,0.477142,0.490352,0.465375,0.704052,0.70043,0.707638,0.630213,0.609006,0.650768,0.634859,0.63419,0.635489,0.788189,0.515916,0.502253,0.529057,0.561109,0.568752,0.5537,0.542346,0.54563,0.53913,0.57213,0.565411,0.578869,0.55229,0.563,0.544908
SPN01_MRC_0021_01,0.434657,0.42686,0.442498,0.547429,0.540658,0.553584,0.399558,0.608512,0.657844,0.52269,0.557973,0.484948,0.477803,0.45899,0.496761,0.459412,0.45886,0.459945,0.510706,0.540829,0.478445,0.427771,0.425462,0.43007,0.283481,0.50126,0.4293,0.469663,0.645378,0.586339,0.590492,0.582398,0.511456,0.512918,0.510238,0.440311,0.436164,0.444006,0.660538,0.666594,0.654544,0.542681,0.533795,0.551293,0.537576,0.547287,0.528421,0.735471,0.497177,0.507006,0.487722,0.464689,0.458983,0.47022,0.489378,0.509354,0.469819,0.50104,0.518286,0.48374,0.520905,0.53779,0.509268
SPN01_MRC_0027_01,0.442532,0.437485,0.447608,0.497974,0.49371,0.50185,0.383544,0.648096,0.660699,0.513862,0.555601,0.469215,0.400379,0.411448,0.389226,0.435389,0.443732,0.427332,0.493034,0.509155,0.47577,0.378381,0.384783,0.372005,0.417594,0.478728,0.43279,0.458557,0.654734,0.540083,0.553042,0.527785,0.425494,0.413925,0.435135,0.424365,0.438853,0.41146,0.584578,0.589675,0.579533,0.579793,0.595166,0.564892,0.529793,0.567246,0.49448,0.682738,0.433047,0.453354,0.413514,0.457604,0.45023,0.464753,0.455157,0.468982,0.441621,0.476461,0.47609,0.476833,0.436978,0.388872,0.470132
SPN01_CMH_0012_01,0.447255,0.444091,0.450438,0.574859,0.577113,0.57281,0.442225,0.664708,0.696938,0.551355,0.579774,0.520956,0.554392,0.560397,0.548341,0.482327,0.481831,0.482805,0.582348,0.608026,0.554847,0.443327,0.447079,0.439591,0.512644,0.557041,0.580993,0.567558,0.676802,0.624062,0.624962,0.623208,0.504483,0.475271,0.528826,0.510135,0.50339,0.516144,0.699998,0.697281,0.702688,0.59213,0.583843,0.600163,0.583628,0.584391,0.582908,0.757171,0.507444,0.514591,0.50057,0.537731,0.539427,0.536087,0.511237,0.511587,0.510894,0.541676,0.54865,0.53468,0.571225,0.581726,0.563987
SPN01_CMH_0034_01,0.426574,0.43029,0.422836,0.514268,0.53857,0.492178,0.416431,0.648767,0.673054,0.578891,0.604059,0.551969,0.54105,0.511242,0.571087,0.450481,0.448411,0.45248,0.54432,0.536847,0.552323,0.457636,0.470822,0.444505,0.45731,0.538007,0.52435,0.53201,0.638159,0.590103,0.606162,0.574863,0.520018,0.528162,0.513231,0.457379,0.440944,0.47202,0.659338,0.669805,0.648977,0.563148,0.554352,0.571673,0.584501,0.595695,0.573947,0.734094,0.473841,0.472998,0.474651,0.464271,0.45448,0.473762,0.481511,0.474807,0.488075,0.541011,0.540845,0.541178,0.562043,0.53469,0.580895
SPN01_CMH_0005_01,0.428568,0.421189,0.435989,0.560181,0.57311,0.548428,0.424509,0.685088,0.70396,0.57097,0.589424,0.551229,0.583907,0.58658,0.581213,0.45102,0.444729,0.457095,0.54565,0.548749,0.542332,0.42789,0.431895,0.423902,0.481053,0.566369,0.581628,0.573069,0.661797,0.602895,0.609961,0.596188,0.494808,0.482323,0.505212,0.480095,0.467689,0.491147,0.672148,0.675976,0.668359,0.569818,0.568519,0.571078,0.56384,0.566167,0.561646,0.763332,0.461268,0.460434,0.46207,0.478373,0.475169,0.481478,0.492456,0.493119,0.491807,0.523042,0.532753,0.5133,0.553852,0.547546,0.558198
SPN01_CMH_0029_01,0.452704,0.481621,0.423621,0.525778,0.533098,0.519125,0.442863,0.682477,0.701992,0.60363,0.635393,0.569654,0.569407,0.556252,0.582663,0.473929,0.490098,0.458313,0.597704,0.577388,0.619462,0.445487,0.449418,0.441572,0.502165,0.568757,0.556929,0.563563,0.675013,0.607596,0.609571,0.605722,0.549841,0.496467,0.594319,0.498293,0.501011,0.495872,0.683329,0.687292,0.679406,0.637942,0.616218,0.658999,0.600323,0.590779,0.609322,0.750197,0.485231,0.494439,0.476375,0.475828,0.503556,0.448949,0.521175,0.531339,0.511224,0.548996,0.540849,0.557168,0.599522,0.579732,0.613161
SPN01_ZHH_0014_01,0.409617,0.410046,0.409185,0.560416,0.55463,0.565675,0.408252,0.596003,0.655525,0.559681,0.567186,0.551654,0.509069,0.483631,0.534702,0.43327,0.432662,0.433857,0.497102,0.508585,0.484805,0.414084,0.416455,0.411723,0.396369,0.483768,0.514262,0.497158,0.640143,0.583349,0.569981,0.596036,0.545977,0.521965,0.565987,0.419943,0.412137,0.426896,0.635782,0.618787,0.652605,0.533535,0.508923,0.55739,0.544286,0.525824,0.561693,0.749455,0.466806,0.468918,0.464775,0.448964,0.426831,0.470419,0.459476,0.445796,0.47287,0.479969,0.483827,0.476099,0.499165,0.462344,0.524542
SPN01_MRC_0022_01,0.431763,0.432198,0.431325,0.538957,0.536791,0.540925,0.410912,0.648853,0.669622,0.571278,0.596458,0.544343,0.468307,0.46959,0.467015,0.446798,0.45097,0.442769,0.482625,0.488519,0.476313,0.404367,0.410318,0.398441,0.4469,0.526193,0.493981,0.512049,0.66031,0.556262,0.564965,0.548002,0.518078,0.487954,0.543181,0.445915,0.45363,0.439043,0.596657,0.59674,0.596575,0.537724,0.529361,0.54583,0.5258,0.55422,0.499004,0.705528,0.46419,0.471274,0.457376,0.469686,0.458941,0.480102,0.481218,0.495351,0.46738,0.51281,0.525691,0.499889,0.509803,0.5349,0.492506
SPN01_ZHH_0009_01,0.513999,0.517144,0.510835,0.605757,0.618613,0.594072,0.447206,0.649829,0.70355,0.595792,0.626641,0.562793,0.518847,0.515603,0.522116,0.505814,0.502627,0.508893,0.570766,0.558135,0.584293,0.45667,0.463529,0.44984,0.50029,0.602427,0.584452,0.594534,0.726388,0.652344,0.650951,0.653665,0.538321,0.562883,0.517853,0.477208,0.459885,0.492639,0.720977,0.713067,0.728808,0.617696,0.592292,0.642319,0.617932,0.607429,0.627834,0.759186,0.511394,0.507148,0.515478,0.529584,0.547717,0.512006,0.52915,0.535478,0.522954,0.570907,0.571544,0.570268,0.579827,0.554627,0.597194
SPN01_CMH_0002_01,0.401999,0.411094,0.392851,0.539499,0.564719,0.516574,0.418822,0.607587,0.65367,0.495295,0.527836,0.460487,0.478102,0.451653,0.504754,0.443939,0.442998,0.444848,0.568097,0.549851,0.587638,0.450112,0.474328,0.425996,0.471485,0.535975,0.541602,0.538446,0.628669,0.605383,0.619778,0.591722,0.481356,0.522259,0.447271,0.466167,0.456252,0.475,0.689494,0.695272,0.683774,0.547947,0.558317,0.537896,0.572088,0.582487,0.562283,0.736783,0.47968,0.473163,0.485949,0.478062,0.508178,0.448868,0.486206,0.492018,0.480516,0.537355,0.54551,0.529175,0.470425,0.475376,0.467013
SPN01_CMH_0023_01,0.429224,0.425749,0.432719,0.564829,0.573748,0.556722,0.441675,0.675257,0.699574,0.549544,0.56947,0.52823,0.560248,0.562338,0.558142,0.478082,0.47737,0.47877,0.616799,0.628545,0.604219,0.445928,0.458472,0.433435,0.456011,0.591706,0.589226,0.590617,0.67014,0.629081,0.63857,0.620075,0.512246,0.501904,0.520865,0.512255,0.511778,0.512679,0.701399,0.704781,0.698052,0.622115,0.627079,0.617303,0.608127,0.622237,0.594824,0.756319,0.515437,0.519734,0.511304,0.476962,0.493954,0.46049,0.494098,0.507389,0.481085,0.568628,0.57727,0.55996,0.574164,0.540668,0.597249
SPN01_MRC_0009_01,0.405883,0.410163,0.401578,0.528667,0.52337,0.533482,0.406396,0.662172,0.691875,0.536863,0.564886,0.506887,0.461846,0.465093,0.458575,0.446811,0.452145,0.441659,0.546984,0.542088,0.552228,0.41203,0.415254,0.40882,0.509185,0.50357,0.495023,0.499817,0.674387,0.563936,0.5794,0.54926,0.49102,0.479354,0.500741,0.468111,0.462829,0.472816,0.631607,0.648532,0.614852,0.564378,0.549552,0.578748,0.519244,0.550809,0.489483,0.746534,0.481891,0.495197,0.469093,0.461972,0.441505,0.481812,0.468915,0.468977,0.468854,0.504912,0.513621,0.496177,0.584742,0.536409,0.618052
SPN01_MRC_P002_01,0.474959,0.455308,0.494723,0.575887,0.571023,0.580309,0.434503,0.670094,0.703196,0.559365,0.597792,0.518261,0.521507,0.536266,0.506634,0.495889,0.486036,0.505404,0.605088,0.58948,0.621804,0.413414,0.408363,0.418444,0.495421,0.561895,0.511844,0.539918,0.686535,0.609304,0.621829,0.597417,0.442878,0.419235,0.46258,0.504253,0.477698,0.527908,0.663216,0.670742,0.655765,0.596764,0.592296,0.601094,0.579067,0.612656,0.547398,0.761867,0.515137,0.525579,0.505093,0.510824,0.477527,0.543102,0.520214,0.528892,0.511718,0.536937,0.545661,0.528186,0.535807,0.463111,0.585909
SPN01_MRC_P003_01,0.465745,0.46399,0.467511,0.573856,0.582555,0.565948,0.426556,0.641569,0.695864,0.605259,0.645596,0.56211,0.5528,0.548665,0.556966,0.484682,0.488763,0.480741,0.574468,0.580464,0.568065,0.467352,0.485565,0.449214,0.175012,0.515177,0.517608,0.516244,0.684044,0.607057,0.620872,0.593945,0.580569,0.562921,0.595276,0.49495,0.501877,0.48878,0.662453,0.669371,0.655604,0.575462,0.544029,0.605929,0.574841,0.599834,0.551277,0.779791,0.5007,0.510783,0.491001,0.514267,0.535316,0.493862,0.516528,0.514203,0.518804,0.541008,0.539244,0.542777,0.567193,0.532872,0.590847
SPN01_ZHH_0002_01,0.513784,0.516446,0.511107,0.612502,0.63005,0.596551,0.461063,0.658633,0.709821,0.637839,0.670902,0.602472,0.569525,0.589422,0.549475,0.532294,0.532992,0.53162,0.559141,0.550335,0.568571,0.473895,0.482513,0.465313,0.410686,0.520197,0.541488,0.529546,0.700351,0.673936,0.678923,0.669203,0.55394,0.581992,0.530563,0.525378,0.524004,0.526602,0.745031,0.746022,0.74405,0.66129,0.635713,0.686081,0.651592,0.645717,0.657131,0.787618,0.55672,0.55652,0.556912,0.557376,0.58406,0.531508,0.546541,0.540831,0.552131,0.590623,0.578255,0.603029,0.63125,0.626425,0.634575
