conn-mean,conn-var,ddist-var,ddist-plaw,eff,ddist-mean,smworld,robtarget,robrandom
0.034866,0.014651,2.0678,3.5,0.02918,0.20396,Inf,4459,1787
0.034866,0.014651,5.1138,3.5,0.12545,0.31431,26.228,9450,6597.5
0.034866,0.014651,8.7918,3.5,0.2275,0.36625,9.9731,15934,9869.5
0.034866,0.014651,13.05,3.5,0.29065,0.40984,7.971,14752,10712
0.034866,0.014651,17.658,3.5,0.33933,0.39599,7.5549,14753,11646
0.034866,0.014651,22.904,3.5,0.37922,0.39746,5.3377,13863,11878
0.034866,0.014651,29.217,3.5,0.41318,0.38553,4.7443,13600,12176
0.034866,0.014651,37.496,3.5,0.43733,0.38083,3.6834,13640,12476
0.034866,0.014651,45.499,3.5,0.4592,0.38502,3.1641,13138,12610
0.034866,0.014651,52.091,3.5,0.47685,0.37987,2.9839,13448,12522
0.034866,0.014651,61.082,3.5,0.49474,0.37574,2.7502,13522,12648
0.034866,0.014651,71.453,3.5,0.50823,0.38147,2.3971,13220,12676
0.034866,0.014651,77.919,3.5,0.52182,0.37735,2.2328,13220,12696
0.034866,0.014651,84.673,3.5,0.53466,0.37713,2.1697,13042,12652
0.034866,0.014651,89.587,3.5,0.54604,0.37721,2.0162,13138,12720
0.034866,0.014651,91.506,3.5,0.55807,0.37427,1.98,13042,12662
0.034866,0.014651,97.924,3.5,0.56808,0.37482,1.8383,13017,12694
0.034866,0.014651,101.78,3.5,0.57689,0.3755,1.7778,13000,12706
0.034866,0.014651,106.14,3.5,0.58519,0.38063,1.6681,13000,12784
0.034866,0.014651,113.62,3.5,0.59232,0.38429,1.6265,12912,12784
