conn-mean,conn-var,ddist-var,ddist-plaw,eff,ddist-mean,smworld,robtarget,robrandom
0.066348,0.037222,3.2502,3.5,0.03736,0.17019,18.865,4708,2542.5
0.066348,0.037222,8.3465,3.5,0.10314,0.30867,16.338,6335,5482.5
0.066348,0.037222,15.396,3.5,0.19856,0.34457,10.425,12407,7866.5
0.066348,0.037222,21.126,3.5,0.2463,0.40758,10.83,11549,9039.5
0.066348,0.037222,26.224,3.5,0.3026,0.41679,6.531,13118,10217
0.066348,0.037222,33.898,3.5,0.3432,0.42962,6.4235,12670,11412
0.066348,0.037222,40.362,3.5,0.37414,0.44616,5.1433,12655,11526
0.066348,0.037222,47.773,3.5,0.39481,0.45999,4.9033,12278,11768
0.066348,0.037222,55.612,3.5,0.41878,0.46382,4.4721,12508,12220
0.066348,0.037222,62.569,3.5,0.43698,0.47171,4.004,12544,12103
0.066348,0.037222,69.346,3.5,0.46275,0.48089,3.5529,12857,12456
0.066348,0.037222,78.435,3.5,0.48015,0.49958,3.3126,13062,12242
0.066348,0.037222,86.347,3.5,0.49427,0.51385,3.179,12906,12594
0.066348,0.037222,94.195,3.5,0.50706,0.51456,3.1179,13042,12650
0.066348,0.037222,102.73,3.5,0.5181,0.51315,2.7981,12944,12780
0.066348,0.037222,110.02,3.5,0.52928,0.51665,2.6388,12884,12714
0.066348,0.037222,116.57,3.5,0.54027,0.52294,2.5455,12884,12668
0.066348,0.037222,122.55,3.5,0.55095,0.52228,2.4026,12850,12738
0.066348,0.037222,134.07,3.5,0.5621,0.52177,2.2773,12840,12736
0.066348,0.037222,140.74,3.5,0.57087,0.52492,2.1469,12818,12718
