conn-mean,conn-var,ddist-var,ddist-plaw,eff,ddist-mean,smworld,robtarget,robrandom
0.06791,0.032909,3.464,3.24,0.020095,0.21406,95.028,1685.5,1462.5
0.06791,0.032909,8.9629,3.5,0.081802,0.32379,40.193,8445.5,4540
0.06791,0.032909,15.333,2.63,0.15721,0.38826,17.01,11706,6342.5
0.06791,0.032909,22.383,2.59,0.25133,0.46441,8.4795,13464,9449.5
0.06791,0.032909,27.507,3.4,0.29664,0.50498,7.0449,13394,10982
0.06791,0.032909,32.376,3.5,0.33023,0.51388,6.0087,12814,11530
0.06791,0.032909,36.84,3.5,0.36017,0.50287,5.9373,12722,11792
0.06791,0.032909,40.742,3.5,0.3861,0.49642,5.5251,12612,12206
0.06791,0.032909,44.757,3.5,0.4145,0.49252,4.9896,12792,12426
0.06791,0.032909,52.543,3.5,0.43932,0.50239,4.6354,12800,12369
0.06791,0.032909,58.226,3.5,0.45656,0.49845,3.9331,12967,12382
0.06791,0.032909,63.743,3.5,0.47702,0.49033,3.8229,12958,12694
0.06791,0.032909,70.019,3.5,0.49139,0.49946,3.3048,12850,12728
0.06791,0.032909,76.459,3.5,0.50494,0.50058,3.1081,12834,12638
0.06791,0.032909,81.474,3.5,0.51608,0.49971,2.9857,12832,12688
0.06791,0.032909,85.87,3.5,0.52695,0.50017,2.8191,12917,12618
0.06791,0.032909,95.408,3.5,0.53745,0.50411,2.6701,12750,12702
0.06791,0.032909,99.481,3.5,0.54733,0.51712,2.5716,12912,12744
0.06791,0.032909,106.77,3.5,0.55729,0.52071,2.4486,12860,12604
0.06791,0.032909,114.63,3.5,0.56632,0.52677,2.2993,12868,12664
