conn-mean,conn-var,ddist-var,ddist-plaw,eff,ddist-mean,smworld,robtarget,robrandom
0.094247,0.037134,3.6778,2.37,0.022931,0.16161,200.85,3479,1544
0.094247,0.037134,8.7365,2.5,0.11627,0.28513,17.244,7696.5,5501.5
0.094247,0.037134,14.251,3.5,0.19841,0.36349,6.5438,12422,8693.5
0.094247,0.037134,21.553,3.5,0.26208,0.40511,8.1948,12691,10472
0.094247,0.037134,29.155,3.5,0.30316,0.42757,6.1305,12813,10781
0.094247,0.037134,36.665,3.5,0.33956,0.44604,5.3469,12732,11398
0.094247,0.037134,44.739,3.11,0.37768,0.45821,4.4766,13037,11608
0.094247,0.037134,53.66,3.5,0.40806,0.45516,3.7477,13196,12144
0.094247,0.037134,63.436,3.5,0.42822,0.47662,4.1728,13270,12374
0.094247,0.037134,73.109,3.18,0.44538,0.48431,3.9295,13122,12450
0.094247,0.037134,83.031,2.8,0.46227,0.48009,3.2783,13136,12314
0.094247,0.037134,96.095,3.09,0.47577,0.48384,2.9295,13000,12446
0.094247,0.037134,111.97,2.74,0.48886,0.47898,2.6129,12935,12620
0.094247,0.037134,122.16,3.5,0.50315,0.47957,2.4778,13112,12546
0.094247,0.037134,133.99,3.5,0.51442,0.48926,2.3544,13042,12566
0.094247,0.037134,144.85,3.5,0.52698,0.49334,2.2471,13088,12658
0.094247,0.037134,155.17,3.5,0.5374,0.49789,2.1839,12980,12582
0.094247,0.037134,168.6,3.5,0.54757,0.49933,2.0381,12898,12700
0.094247,0.037134,182.63,3.22,0.55645,0.50337,1.9842,12928,12694
0.094247,0.037134,196.24,3.5,0.56515,0.51018,1.9228,12884,12772
