conn-mean,conn-var,ddist-var,ddist-plaw,eff,ddist-mean,smworld,robtarget,robrandom
0.030986,0.038303,3.3508,3.5,0.021802,0.15757,199.14,2589.5,1324.5
0.030986,0.038303,8.334,2.95,0.07961,0.33273,37.739,8250.5,4358.5
0.030986,0.038303,14.918,3.5,0.17815,0.43832,16.714,11812,7482
0.030986,0.038303,20.987,3.14,0.23994,0.45811,8.7433,12864,9700
0.030986,0.038303,28.513,2.59,0.28308,0.49025,8.7742,12456,9898
0.030986,0.038303,34.565,3.5,0.3327,0.49009,7.5417,12679,11477
0.030986,0.038303,41.028,3.5,0.36695,0.50319,5.7468,12993,11784
0.030986,0.038303,47.584,3.5,0.39197,0.51587,4.8085,13233,11728
0.030986,0.038303,54.694,3.5,0.41558,0.51055,4.4805,12905,12437
0.030986,0.038303,61.474,3.5,0.43443,0.50887,4.2479,12724,12054
0.030986,0.038303,71.396,3.5,0.45373,0.50941,3.7688,12947,12568
0.030986,0.038303,78.347,3.5,0.47106,0.52062,3.5953,13000,12582
0.030986,0.038303,85.781,3.5,0.48569,0.51492,3.3105,12952,12622
0.030986,0.038303,90.748,3.5,0.5001,0.52301,3.0778,12912,12600
0.030986,0.038303,98.392,3.5,0.51267,0.52099,2.8792,13000,12674
0.030986,0.038303,103.87,3.5,0.52431,0.51831,2.7268,12898,12574
0.030986,0.038303,107.02,3.5,0.53696,0.51433,2.565,12928,12622
0.030986,0.038303,109.36,3.5,0.54724,0.51752,2.4392,12944,12734
0.030986,0.038303,113.75,3.5,0.55644,0.52161,2.3855,12912,12724
0.030986,0.038303,116.34,3.5,0.56563,0.52562,2.2875,12928,12738
