conn-mean,conn-var,ddist-var,ddist-plaw,eff,ddist-mean,smworld,robtarget,robrandom
0.16199,0.038744,4.6212,2.93,0.022104,0.21211,71.154,3051,1852.5
0.16199,0.038744,12.422,3.5,0.063537,0.34842,19.378,3609.5,3661
0.16199,0.038744,21.433,2.33,0.1497,0.36796,11.691,9556,6461.5
0.16199,0.038744,33.44,2.76,0.20377,0.40201,7.9664,10276,8401
0.16199,0.038744,44.287,2.84,0.25466,0.43809,5.6102,10778,9853.5
0.16199,0.038744,59.697,3.5,0.28423,0.49338,4.845,10771,10164
0.16199,0.038744,75.23,3.5,0.32227,0.48212,3.6601,11504,10536
0.16199,0.038744,89.609,3.5,0.35175,0.50109,3.5628,11432,11398
0.16199,0.038744,102.14,3.5,0.36982,0.51816,3.6223,11320,11694
0.16199,0.038744,117.9,3.5,0.39427,0.53377,3.0829,11716,11652
0.16199,0.038744,132.55,3.5,0.41234,0.53938,3.0381,11660,11708
0.16199,0.038744,148.09,3.5,0.4312,0.53994,2.9983,11717,11727
0.16199,0.038744,167.04,3.5,0.44494,0.55435,2.7207,11743,11972
0.16199,0.038744,183.2,3.5,0.46211,0.56125,2.566,11998,11970
0.16199,0.038744,195.86,3.5,0.47902,0.57055,2.4748,12072,12421
0.16199,0.038744,208.41,3.18,0.49079,0.57082,2.3368,12030,12199
0.16199,0.038744,222.55,3.5,0.50263,0.57467,2.2716,11953,12201
0.16199,0.038744,235.13,3.5,0.51871,0.57276,2.1745,12072,12492
0.16199,0.038744,253.14,3.5,0.53183,0.58496,1.9755,12256,12299
0.16199,0.038744,265.09,3.5,0.54192,0.59186,2.0295,12346,12372
