conn-mean,conn-var,ddist-var,ddist-plaw,eff,ddist-mean,smworld,robtarget,robrandom
0.066329,0.047556,8.898,1.75,0.026538,0.14396,9.6784,3395.5,2838
0.066329,0.047556,20.334,2.45,0.061621,0.27896,8.8799,5346.5,4231
0.066329,0.047556,34.05,2.33,0.10898,0.31541,7.1405,7606,5639
0.066329,0.047556,50.396,2.48,0.18982,0.37323,4.739,10646,8714.5
0.066329,0.047556,65.13,2.39,0.23427,0.48179,4.3299,11665,7767.5
0.066329,0.047556,82.061,2.21,0.26918,0.5004,3.574,11656,9990
0.066329,0.047556,95.041,2.35,0.30446,0.50492,3.6164,11400,10666
0.066329,0.047556,106.79,2.34,0.34347,0.51752,3.6241,12798,11527
0.066329,0.047556,122.18,2.49,0.3669,0.54489,3.1953,12783,12190
0.066329,0.047556,132.13,2.55,0.38626,0.55636,2.9206,12742,11920
0.066329,0.047556,146.33,2.68,0.40881,0.56473,3.0346,12935,11833
0.066329,0.047556,162.66,2.75,0.42501,0.56887,2.8345,12746,12197
0.066329,0.047556,167.64,2.58,0.45352,0.56773,2.8323,12954,12616
0.066329,0.047556,178.61,2.83,0.46891,0.57034,2.5144,12848,12566
0.066329,0.047556,183.99,2.92,0.48288,0.59026,2.6366,12948,12582
0.066329,0.047556,192.27,2.55,0.49837,0.59037,2.5645,12890,12570
0.066329,0.047556,196.28,3.5,0.5125,0.59339,2.5009,12924,12680
0.066329,0.047556,200.58,3.5,0.52285,0.59886,2.4024,12944,12582
0.066329,0.047556,203.79,3.5,0.53371,0.60064,2.3588,12840,12742
0.066329,0.047556,209.85,3.5,0.54536,0.60307,2.2314,12872,12664
