conn-mean,conn-var,ddist-var,ddist-plaw,eff,ddist-mean,smworld,robtarget,robrandom
0.066358,0.030132,3.9294,3.14,0.041695,0.15432,16.362,6191.5,3070.5
0.066358,0.030132,8.0321,3.5,0.12971,0.27389,16.284,8095.5,6609.5
0.066358,0.030132,14.616,3.5,0.19196,0.38453,12.185,12028,8459.5
0.066358,0.030132,20.622,3.5,0.24798,0.40088,8.9029,11746,9432
0.066358,0.030132,24.287,3.5,0.28959,0.42357,9.0867,11884,10417
0.066358,0.030132,30.942,3.5,0.32195,0.42321,5.9035,11771,11130
0.066358,0.030132,36.978,3.5,0.36365,0.44137,5.2681,12949,11318
0.066358,0.030132,42.716,3.5,0.39122,0.45224,4.7769,12788,12182
0.066358,0.030132,51.663,3.5,0.41504,0.47091,4.2649,12596,12244
0.066358,0.030132,58.116,3.5,0.43617,0.47778,4.0572,12750,12180
0.066358,0.030132,66.365,3.5,0.45989,0.48667,3.7275,12892,12406
0.066358,0.030132,76.46,3.5,0.47701,0.49587,3.3082,12928,12386
0.066358,0.030132,86.447,3.5,0.49133,0.50859,3.1889,12768,12524
0.066358,0.030132,94.95,3.5,0.50582,0.50089,2.875,12785,12471
0.066358,0.030132,102.42,3.5,0.52054,0.49862,2.7366,12888,12722
0.066358,0.030132,110.34,3.5,0.53208,0.49742,2.4949,12958,12700
0.066358,0.030132,116.39,3.5,0.54235,0.50296,2.432,12962,12736
0.066358,0.030132,126.11,3.5,0.55254,0.50519,2.3128,12854,12772
0.066358,0.030132,134.09,3.5,0.56313,0.50827,2.1811,12912,12678
0.066358,0.030132,140.05,3.5,0.57313,0.50635,2.1006,12962,12722
