conn-mean,conn-var,ddist-var,ddist-plaw,eff,ddist-mean,smworld,robtarget,robrandom
0.029423,0.033658,3.9042,3.23,0.02179,0.20771,73.146,2521.5,1538.5
0.029423,0.033658,9.1893,2.99,0.11948,0.29304,29.594,10044,5267
0.029423,0.033658,14.817,3.5,0.17616,0.38978,16.202,8795.5,8877.5
0.029423,0.033658,23.855,2.53,0.23535,0.45832,9.3894,11799,8888.5
0.029423,0.033658,29.947,2.88,0.27835,0.46115,7.5865,11936,9654
0.029423,0.033658,37.131,3.5,0.31349,0.47972,5.6171,11977,10829
0.029423,0.033658,43.984,3.5,0.34437,0.46415,5.3601,12280,11030
0.029423,0.033658,49.735,3.5,0.38216,0.46482,4.7524,13120,11752
0.029423,0.033658,57.424,3.5,0.40545,0.48182,4.4733,12860,12008
0.029423,0.033658,66.078,3.5,0.43404,0.48479,3.9199,12976,12178
0.029423,0.033658,69.761,3.5,0.45391,0.5053,4.0354,13046,12272
0.029423,0.033658,75.214,3.5,0.47584,0.5005,3.4418,13088,12600
0.029423,0.033658,84.221,3.5,0.49189,0.50301,3.1823,12980,12622
0.029423,0.033658,88.723,3.5,0.50595,0.49871,2.997,13020,12564
0.029423,0.033658,97.109,3.5,0.51859,0.49719,2.8381,13009,12638
0.029423,0.033658,101.19,3.5,0.53075,0.49867,2.5899,13042,12624
0.029423,0.033658,106.15,3.5,0.54195,0.4997,2.4108,13020,12746
0.029423,0.033658,108.26,3.5,0.55275,0.50159,2.3781,12980,12664
0.029423,0.033658,112.21,3.5,0.56279,0.50214,2.2292,12944,12748
0.029423,0.033658,113,3.5,0.57269,0.5036,2.1751,12884,12780
