conn-mean,conn-var,ddist-var,ddist-plaw,eff,ddist-mean,smworld,robtarget,robrandom
0.079152,0.019558,6.3319,2.64,0.019435,0.18159,20.437,1869,1690.5
0.079152,0.019558,14.485,2.41,0.088986,0.31118,11.859,5919,6165
0.079152,0.019558,24.591,2.54,0.20398,0.3628,5.0409,12499,6758
0.079152,0.019558,34.346,2.68,0.28431,0.41272,5.1001,14298,10546
0.079152,0.019558,43.218,2.7,0.33094,0.43305,4.3892,14855,10980
0.079152,0.019558,53.294,2.55,0.36717,0.44558,4.0308,14199,11483
0.079152,0.019558,62.425,2.81,0.39752,0.45774,3.4854,13565,11721
0.079152,0.019558,70.226,2.85,0.42136,0.45432,3.5232,13298,12072
0.079152,0.019558,80.782,3.3,0.44109,0.43979,2.995,13119,12336
0.079152,0.019558,91.65,3.02,0.4601,0.44759,2.8569,13116,12433
0.079152,0.019558,104.89,2.64,0.47565,0.44788,2.6147,13061,12509
0.079152,0.019558,118.55,2.98,0.49409,0.44546,2.3958,13272,12692
0.079152,0.019558,127.38,3.27,0.50705,0.44082,2.1969,12995,12630
0.079152,0.019558,139.13,3.02,0.51951,0.43727,2.1198,13040,12656
0.079152,0.019558,150.44,3.5,0.53182,0.44002,2.0199,12980,12636
0.079152,0.019558,166.22,3.5,0.54355,0.44544,1.9145,12941,12620
0.079152,0.019558,182.78,3.5,0.55346,0.4516,1.7695,12939,12752
0.079152,0.019558,199,3.5,0.56334,0.45714,1.6774,12872,12676
0.079152,0.019558,215.15,3.5,0.57205,0.46261,1.689,12912,12758
0.079152,0.019558,232.75,3.5,0.58004,0.46817,1.6124,12884,12732
