conn-mean,conn-var,ddist-var,ddist-plaw,eff,ddist-mean,smworld,robtarget,robrandom
0.04069,0.040216,2.898,3.5,0.028458,0.19494,121.03,2991.5,2376.5
0.04069,0.040216,7.856,3.5,0.077147,0.38968,26.143,4186.5,3998
0.04069,0.040216,14.314,3.5,0.17768,0.35193,14.708,12058,8064
0.04069,0.040216,21.541,3.5,0.23254,0.43872,8.7634,12990,9170
0.04069,0.040216,26.652,3.5,0.28543,0.49554,8.9659,12368,9687
0.04069,0.040216,33.156,3.5,0.32357,0.50252,6.7762,12946,11206
0.04069,0.040216,38.425,3.5,0.36184,0.50006,5.4058,13096,11912
0.04069,0.040216,44.704,3.5,0.38975,0.49386,5.3374,13475,12043
0.04069,0.040216,50.921,3.5,0.41559,0.50435,4.4816,13152,12504
0.04069,0.040216,56.896,3.5,0.43782,0.51156,4.0936,13186,12260
0.04069,0.040216,63.17,3.5,0.4558,0.5114,3.8659,13044,12474
0.04069,0.040216,66.334,3.5,0.47347,0.50949,3.7957,12900,12604
0.04069,0.040216,72.397,3.5,0.48831,0.51242,3.4286,12899,12568
0.04069,0.040216,79.566,3.5,0.50144,0.51684,3.219,12944,12628
0.04069,0.040216,83.65,3.5,0.5136,0.51768,2.9933,12980,12732
0.04069,0.040216,87.204,3.5,0.52545,0.51774,2.8087,12898,12666
0.04069,0.040216,91.949,3.5,0.53657,0.52023,2.7943,12884,12718
0.04069,0.040216,96.865,3.5,0.54813,0.52025,2.5785,12850,12674
0.04069,0.040216,102.14,3.5,0.55924,0.52209,2.4283,12898,12750
0.04069,0.040216,108.79,3.5,0.56985,0.52585,2.291,12824,12756
