conn-mean,conn-var,ddist-var,ddist-plaw,eff,ddist-mean,smworld,robtarget,robrandom
0.11068,0.029273,5.5269,3.5,0.02985,0.14131,20.158,4453,2392
0.11068,0.029273,15.479,3.5,0.074989,0.28832,10.368,5547,4960.5
0.11068,0.029273,27.207,3.5,0.12713,0.35043,6.3123,7541.5,6149.5
0.11068,0.029273,36.723,3.5,0.1711,0.39025,5.5338,9011.5,7644.5
0.11068,0.029273,49.909,2.12,0.20994,0.4379,6.1253,9239.5,7525
0.11068,0.029273,63.131,2.15,0.28375,0.44139,4.6214,11194,9415.5
0.11068,0.029273,75.456,2.37,0.32206,0.46636,4.1366,11856,10271
0.11068,0.029273,91.647,3.5,0.34321,0.47866,3.0102,11614,11029
0.11068,0.029273,109.24,3.5,0.37796,0.49219,3.2148,11766,11498
0.11068,0.029273,118.47,3.5,0.41342,0.50095,2.9928,12503,11776
0.11068,0.029273,134,3.5,0.43039,0.50591,2.7089,12488,11484
0.11068,0.029273,148.91,3.5,0.45022,0.51692,2.5666,12703,12100
0.11068,0.029273,162.04,3.5,0.46497,0.52013,2.3999,12455,12036
0.11068,0.029273,174.57,3.5,0.482,0.52161,2.319,12612,12334
0.11068,0.029273,185.6,3.5,0.49806,0.52677,2.3429,12727,12406
0.11068,0.029273,201.43,3.5,0.51056,0.52986,2.1128,12749,12508
0.11068,0.029273,215.46,3.5,0.52306,0.53635,2.0977,12576,12508
0.11068,0.029273,232.71,3.5,0.53744,0.54077,1.967,12866,12631
0.11068,0.029273,244.26,3.5,0.55001,0.53832,1.9389,12882,12727
0.11068,0.029273,254.55,3.5,0.55936,0.54193,1.8556,12978,12589
