conn-mean,conn-var,ddist-var,ddist-plaw,eff,ddist-mean,smworld,robtarget,robrandom
0.17021,0.030171,7.3508,2.16,0.026392,0.15295,14.257,1718.5,2298
0.17021,0.030171,18.711,3.5,0.076125,0.26301,7.1137,5278.5,5171.5
0.17021,0.030171,34.175,2.29,0.14771,0.34671,4.897,9243,6486.5
0.17021,0.030171,48.522,2.29,0.21533,0.42452,4.7781,10768,8563.5
0.17021,0.030171,66.312,2.32,0.27165,0.44679,2.9955,11844,9418
0.17021,0.030171,83.433,2.51,0.31817,0.47246,2.9776,12724,10954
0.17021,0.030171,98.324,2.57,0.35593,0.48335,3.0802,12550,11518
0.17021,0.030171,115.17,2.52,0.38401,0.5012,2.584,12404,11376
0.17021,0.030171,130.57,2.42,0.40927,0.49541,2.6468,12243,11796
0.17021,0.030171,146.92,2.25,0.42547,0.48701,2.3552,12518,12315
0.17021,0.030171,163.46,2.38,0.45401,0.50465,2.2321,12786,12252
0.17021,0.030171,176.32,2.55,0.47295,0.50898,2.265,12712,12308
0.17021,0.030171,198.52,2.96,0.48661,0.52102,2.2251,12897,12389
0.17021,0.030171,214.56,2.36,0.49916,0.52999,2.0723,12772,12426
0.17021,0.030171,229.8,3.5,0.51478,0.52991,1.9509,12876,12420
0.17021,0.030171,246.31,2.61,0.52739,0.53414,1.9735,12742,12528
0.17021,0.030171,258.31,3.5,0.53944,0.53678,1.9031,12800,12744
0.17021,0.030171,271.23,3.5,0.5498,0.54943,1.8771,12866,12686
0.17021,0.030171,287.85,2.45,0.56002,0.54782,1.7813,12912,12746
0.17021,0.030171,305.07,2.94,0.57016,0.5509,1.6265,12768,12684
