conn-mean,conn-var,ddist-var,ddist-plaw,eff,ddist-mean,smworld,robtarget,robrandom
0.065651,0.029279,4.3822,2.86,0.030234,0.16042,17.443,3781.5,2419
0.065651,0.029279,12.787,2.23,0.075262,0.28756,18.663,5779,4951
0.065651,0.029279,23.911,2.82,0.15112,0.3368,7.8218,8508,7433.5
0.065651,0.029279,36.472,3.5,0.2032,0.36237,4.715,10051,8843.5
0.065651,0.029279,49.884,3.08,0.24848,0.42093,5.2652,11734,8602.5
0.065651,0.029279,63.433,3.16,0.30009,0.44685,4.1505,11562,10285
0.065651,0.029279,74.764,3.5,0.33901,0.45512,4.4192,12234,10850
0.065651,0.029279,87.609,3.5,0.36826,0.48547,3.5678,12340,11631
0.065651,0.029279,101.79,3.04,0.39395,0.49657,3.2156,12436,11903
0.065651,0.029279,111.65,2.96,0.42269,0.49083,2.6878,12802,11528
0.065651,0.029279,120.2,2.84,0.44099,0.49446,2.5867,12845,12346
0.065651,0.029279,124.59,3.5,0.45838,0.49993,2.7344,12552,12301
0.065651,0.029279,134.01,3.5,0.47152,0.50586,2.6195,12580,12393
0.065651,0.029279,141.36,2.77,0.48936,0.50696,2.6552,12519,12488
0.065651,0.029279,145.41,3.5,0.51257,0.50278,2.558,12656,12682
0.065651,0.029279,153.42,3.5,0.52485,0.50811,2.3874,12832,12418
0.065651,0.029279,160.68,3.5,0.53566,0.50942,2.1919,12762,12472
0.065651,0.029279,172.51,3.5,0.54579,0.51698,2.1292,12718,12582
0.065651,0.029279,178.31,3.5,0.5566,0.52339,2.1127,12928,12682
0.065651,0.029279,190.16,3.5,0.56506,0.53635,2.0227,12884,12712
