conn-mean,conn-var,ddist-var,ddist-plaw,eff,ddist-mean,smworld,robtarget,robrandom
0.051487,0.054651,3.3382,3.34,0.023281,0.22292,162.84,2970.5,2331
0.051487,0.054651,8.3969,3.5,0.085524,0.32884,29.986,8096.5,5059.5
0.051487,0.054651,14.125,2.9,0.15333,0.40011,17.089,11374,7873.5
0.051487,0.054651,20.522,3.5,0.22238,0.43965,11.865,12130,7913.5
0.051487,0.054651,26.853,3.5,0.27708,0.48765,8.641,12848,10646
0.051487,0.054651,34.917,3.5,0.30987,0.49749,5.6262,12808,11412
0.051487,0.054651,43.846,3.5,0.34562,0.52398,6.1077,13243,11231
0.051487,0.054651,54.1,3.5,0.36843,0.51603,4.9851,13009,11770
0.051487,0.054651,59.864,3.5,0.39162,0.52406,4.9282,13044,12364
0.051487,0.054651,63.965,3.5,0.41535,0.54063,4.1606,12902,12382
0.051487,0.054651,72.44,3.5,0.43751,0.53109,4.0489,12820,12244
0.051487,0.054651,76.598,3.5,0.45687,0.53669,3.8365,12682,12256
0.051487,0.054651,80.837,3.5,0.47472,0.53913,3.5878,12840,12528
0.051487,0.054651,87.616,3.5,0.48892,0.54194,3.329,12802,12431
0.051487,0.054651,90.43,3.5,0.50153,0.54028,3.2207,12785,12523
0.051487,0.054651,92.738,3.5,0.51378,0.54571,3.0078,12768,12562
0.051487,0.054651,92.93,3.5,0.52475,0.54589,2.8424,12725,12599
0.051487,0.054651,97.72,3.5,0.53588,0.5486,2.7056,12785,12689
0.051487,0.054651,102.16,3.5,0.5456,0.55008,2.6636,12738,12570
0.051487,0.054651,108.69,3.5,0.55521,0.55532,2.459,12738,12619
