conn-mean,conn-var,ddist-var,ddist-plaw,eff,ddist-mean,smworld,robtarget,robrandom
0.11203,0.03144,5.5269,2.61,0.036828,0.14379,13.06,4732.5,3991
0.11203,0.03144,14.661,3.15,0.07462,0.27686,12.514,5432.5,3966
0.11203,0.03144,28.075,2.06,0.16917,0.31229,4.0647,10454,6904
0.11203,0.03144,38.031,2.95,0.22384,0.36972,5.3991,11114,8925.5
0.11203,0.03144,49.469,3.43,0.27506,0.37139,3.9091,12405,10078
0.11203,0.03144,60.376,3.5,0.32624,0.40555,3.814,13263,10666
0.11203,0.03144,72.953,3.5,0.36493,0.43203,3.1511,12858,11210
0.11203,0.03144,86.628,3.5,0.3931,0.45343,3.5897,13279,11230
0.11203,0.03144,99.851,3.5,0.419,0.45486,2.9505,13486,11928
0.11203,0.03144,117.01,3.5,0.43608,0.46352,2.7669,13376,11938
0.11203,0.03144,134.57,3.5,0.45285,0.4706,2.4386,13278,12396
0.11203,0.03144,151.03,3.5,0.46845,0.48101,2.2337,13126,12260
0.11203,0.03144,171.69,3.5,0.48407,0.49943,2.1943,13164,12462
0.11203,0.03144,193.21,3.5,0.49649,0.50525,2.0218,13112,12326
0.11203,0.03144,209.68,3.5,0.5097,0.49834,1.9811,13112,12538
0.11203,0.03144,229.39,3.5,0.521,0.50387,1.8205,13042,12600
0.11203,0.03144,248.5,3.5,0.5325,0.50651,1.8531,13064,12492
0.11203,0.03144,266.07,3.5,0.54309,0.50573,1.7428,12944,12648
0.11203,0.03144,272.38,3.5,0.55386,0.51585,1.6594,12898,12564
0.11203,0.03144,279.33,3.5,0.56336,0.50732,1.6512,12884,12736
