conn-mean,conn-var,ddist-var,ddist-plaw,eff,ddist-mean,smworld,robtarget,robrandom
0.096437,0.026811,4.1055,3.14,0.040615,0.17219,30.561,6227,3343
0.096437,0.026811,11.755,2.64,0.076529,0.30005,12.944,5240,5121.5
0.096437,0.026811,18.591,3.5,0.12205,0.40766,18.216,5962,6644
0.096437,0.026811,27.553,3.5,0.21654,0.4052,6.9266,11868,8382
0.096437,0.026811,35.205,2.9,0.28213,0.42292,6.3431,12608,9940.5
0.096437,0.026811,43.873,3.5,0.32641,0.44342,4.6992,12946,11458
0.096437,0.026811,51.921,3.5,0.36668,0.44761,4.0066,13208,11590
0.096437,0.026811,61.697,3.5,0.39465,0.47876,4.392,12474,11190
0.096437,0.026811,69.285,3.5,0.41621,0.48609,3.7385,12576,12282
0.096437,0.026811,76.845,3.5,0.43322,0.49309,3.748,12423,12184
0.096437,0.026811,81.799,3.5,0.45554,0.47215,3.2875,12687,12027
0.096437,0.026811,90.284,3.5,0.4742,0.48124,3.0595,12632,12214
0.096437,0.026811,96.082,3.5,0.48813,0.50237,2.9316,12746,12514
0.096437,0.026811,103.04,3.5,0.50486,0.49547,2.7483,12821,12595
0.096437,0.026811,107.59,3.5,0.51842,0.49006,2.558,12766,12583
0.096437,0.026811,116.27,3.5,0.53428,0.48817,2.4691,12926,12398
0.096437,0.026811,121.5,3.5,0.54614,0.48854,2.2694,12828,12778
0.096437,0.026811,129.76,3.5,0.55603,0.4919,2.184,12735,12676
0.096437,0.026811,138.11,3.5,0.56547,0.49286,2.0948,12736,12678
0.096437,0.026811,145.24,3.5,0.57469,0.49491,2.0393,12817,12780
