conn-mean,conn-var,ddist-var,ddist-plaw,eff,ddist-mean,smworld,robtarget,robrandom
0.12994,0.031723,3.5772,3.11,0.023879,0.19638,39.823,2438,2076.5
0.12994,0.031723,8.4723,3.01,0.11877,0.3058,10.673,11134,5230.5
0.12994,0.031723,13.899,3.5,0.18793,0.39062,11.763,9518.5,7174.5
0.12994,0.031723,21.214,3.5,0.25247,0.43432,7.9142,11932,9481
0.12994,0.031723,29.054,3.5,0.2886,0.47395,8.8893,11608,10388
0.12994,0.031723,37.219,3.5,0.32242,0.46875,5.4034,11742,11000
0.12994,0.031723,47.355,3.5,0.35787,0.47074,4.9752,11817,11290
0.12994,0.031723,58.075,3.5,0.38045,0.48864,4.6575,11948,11494
0.12994,0.031723,69.436,3.5,0.40178,0.49948,3.9935,12086,12074
0.12994,0.031723,80.958,3.5,0.42634,0.50957,3.9282,12102,11960
0.12994,0.031723,88.453,3.5,0.44656,0.52198,3.3222,12114,12324
0.12994,0.031723,97.806,3.5,0.46081,0.52001,3.4254,12365,11886
0.12994,0.031723,106.85,3.5,0.47726,0.52233,2.8759,12264,12188
0.12994,0.031723,113.4,3.5,0.48788,0.52483,2.8975,12224,12254
0.12994,0.031723,123.66,3.5,0.50391,0.53537,2.8435,12407,12504
0.12994,0.031723,133.24,3.5,0.5192,0.54869,2.6762,12516,12188
0.12994,0.031723,144.54,3.5,0.5336,0.56072,2.6345,12676,12522
0.12994,0.031723,153.36,3.5,0.54279,0.5669,2.333,12664,12614
0.12994,0.031723,162.19,3.5,0.55272,0.5682,2.4259,12681,12630
0.12994,0.031723,171.28,3.5,0.56192,0.56832,2.2589,12672,12483
