conn-mean,conn-var,ddist-var,ddist-plaw,eff,ddist-mean,smworld,robtarget,robrandom
0.051504,0.036234,10.043,1.97,0.024835,0.14562,5.6149,1643,2608.5
0.051504,0.036234,27.68,1.85,0.047879,0.27409,6.2472,2519,3291
0.051504,0.036234,50.339,1.75,0.089103,0.32777,4.7583,4440,4977.5
0.051504,0.036234,71.352,1.87,0.14797,0.39026,3.4554,8859.5,6392
0.051504,0.036234,87.834,1.95,0.2095,0.39911,2.9973,11148,8355.5
0.051504,0.036234,108.04,1.87,0.26603,0.44208,2.795,11240,10348
0.051504,0.036234,120.22,2.12,0.30918,0.46125,2.5556,11798,10636
0.051504,0.036234,129.75,2.24,0.34604,0.47167,2.5156,12296,10979
0.051504,0.036234,141.81,2.39,0.36755,0.49785,2.5258,12010,11838
0.051504,0.036234,148.85,2.47,0.40138,0.49644,2.4563,12649,11724
0.051504,0.036234,154.74,2.35,0.42425,0.51146,2.3705,12579,11957
0.051504,0.036234,161.77,3.45,0.44779,0.50187,2.402,12614,12293
0.051504,0.036234,168.07,2.58,0.46368,0.5257,2.3088,12772,12339
0.051504,0.036234,172.5,2.72,0.47794,0.53576,2.3178,12464,12191
0.051504,0.036234,174.64,2.91,0.49449,0.52652,2.3364,12584,12494
0.051504,0.036234,177.66,3.02,0.50825,0.5368,2.3666,12768,12600
0.051504,0.036234,179.03,3.5,0.5208,0.54126,2.3338,12626,12406
0.051504,0.036234,177.25,3.5,0.54163,0.54063,2.2924,12796,12618
0.051504,0.036234,180.91,3.5,0.55134,0.54512,2.1605,12708,12614
0.051504,0.036234,177.27,3.5,0.56275,0.54256,2.1527,12765,12632
