conn-mean,conn-var,ddist-var,ddist-plaw,eff,ddist-mean,smworld,robtarget,robrandom
0.090254,0.035231,6.3697,2.57,0.025661,0.16576,20.328,2013,2431.5
0.090254,0.035231,18.825,3.08,0.076008,0.25526,11.287,5984.5,3476.5
0.090254,0.035231,32.452,3.5,0.12383,0.32618,5.244,8210,6629.5
0.090254,0.035231,43.327,3.5,0.16475,0.40519,6.8531,8523.5,5885
0.090254,0.035231,58.45,3.5,0.20191,0.46272,4.7859,8228,8369
0.090254,0.035231,71.558,3.5,0.23524,0.51416,6.0181,9385,8382.5
0.090254,0.035231,84.148,3.5,0.27986,0.52039,4.977,10756,8166.5
0.090254,0.035231,95.962,3.5,0.30685,0.53933,4.2556,10662,10026
0.090254,0.035231,108.54,3.5,0.34651,0.55073,4.223,11148,11444
0.090254,0.035231,118.81,3.5,0.37661,0.55358,3.6359,11246,11642
0.090254,0.035231,127.41,3.5,0.40274,0.5705,3.3049,11886,11647
0.090254,0.035231,138.15,3.5,0.4236,0.57569,3.2629,12252,11548
0.090254,0.035231,148.84,3.5,0.44794,0.57704,2.909,12264,12040
0.090254,0.035231,151.79,3.5,0.46558,0.58371,2.9059,12175,12000
0.090254,0.035231,155.75,3.5,0.48328,0.57891,2.7509,12420,12354
0.090254,0.035231,161.01,3.5,0.49629,0.57676,2.6075,12408,12312
0.090254,0.035231,164.2,3.5,0.51373,0.5769,2.5839,12452,12511
0.090254,0.035231,169.95,3.5,0.52677,0.57542,2.4933,12350,12546
0.090254,0.035231,177.6,3.5,0.5419,0.57429,2.386,12554,12310
0.090254,0.035231,183.21,3.5,0.55179,0.5748,2.2659,12610,12560
