conn-mean,conn-var,ddist-var,ddist-plaw,eff,ddist-mean,smworld,robtarget,robrandom
0.032975,0.034932,6.269,2.27,0.027852,0.21515,32.451,2444.5,1952
0.032975,0.034932,14.296,2.34,0.08727,0.29173,12.871,7471,4807
0.032975,0.034932,26.062,2.34,0.14726,0.36459,7.7427,9118.5,7538
0.032975,0.034932,35.402,2.47,0.2124,0.42392,6.4568,12778,8542
0.032975,0.034932,47.343,3.08,0.2502,0.45479,6.174,12137,9603
0.032975,0.034932,58.124,2.63,0.30089,0.48792,5.0292,12630,10557
0.032975,0.034932,70.676,3.5,0.33387,0.4936,3.9459,12880,11394
0.032975,0.034932,82.779,3.5,0.35484,0.50481,4.1281,12452,11162
0.032975,0.034932,90.606,3.5,0.38271,0.51326,3.6762,12605,11918
0.032975,0.034932,99.411,3.5,0.40872,0.53306,3.3956,12205,11735
0.032975,0.034932,110.68,3.5,0.42714,0.51661,3.0396,12274,11979
0.032975,0.034932,118.5,3.5,0.44313,0.51736,2.9553,12224,12128
0.032975,0.034932,129.03,3.5,0.46231,0.51143,2.8175,12428,12324
0.032975,0.034932,140.52,3.5,0.48149,0.50825,2.5243,12518,12059
0.032975,0.034932,143.79,3.5,0.49891,0.50567,2.4295,12560,12456
0.032975,0.034932,149.79,3.5,0.515,0.51005,2.3444,12862,12544
0.032975,0.034932,158.78,3.5,0.53007,0.51338,2.2228,12892,12642
0.032975,0.034932,164.49,3.5,0.54151,0.51439,2.2361,12920,12622
0.032975,0.034932,165.17,3.5,0.55366,0.50796,2.1263,12816,12550
0.032975,0.034932,173.13,3.5,0.56418,0.50889,1.9484,12716,12744
