conn-mean,conn-var,ddist-var,ddist-plaw,eff,ddist-mean,smworld,robtarget,robrandom
0.037941,0.031751,3.0741,2.62,0.027444,0.17967,31.009,3374,1963.5
0.037941,0.031751,8.5604,3.5,0.11307,0.30782,12.743,9733.5,6528
0.037941,0.031751,13.811,3.46,0.19327,0.39757,9.5801,12195,8468.5
0.037941,0.031751,19.578,3.4,0.2504,0.44952,7.7042,12957,9853.5
0.037941,0.031751,26.299,3.49,0.29066,0.48146,10.631,12880,10827
0.037941,0.031751,34.238,3.5,0.32801,0.49172,6.0272,12212,11320
0.037941,0.031751,38.978,3.5,0.36369,0.49324,5.8245,12718,11622
0.037941,0.031751,44.792,3.5,0.38998,0.49875,5.1842,12994,12226
0.037941,0.031751,48.656,3.5,0.41071,0.50358,4.8409,12672,12501
0.037941,0.031751,53.826,3.5,0.43449,0.49923,4.5227,13039,12350
0.037941,0.031751,61.245,3.5,0.45402,0.51758,4.138,12922,12508
0.037941,0.031751,66.447,3.5,0.47225,0.50746,3.8336,12980,12668
0.037941,0.031751,69.554,3.5,0.48679,0.50634,3.608,12856,12544
0.037941,0.031751,76.082,3.5,0.50252,0.51228,3.1092,12876,12696
0.037941,0.031751,82.179,3.5,0.51622,0.51213,2.9712,12862,12672
0.037941,0.031751,85.732,3.5,0.52938,0.50838,2.7501,12880,12730
0.037941,0.031751,88.389,3.5,0.54085,0.50846,2.6575,12898,12758
0.037941,0.031751,90.299,3.5,0.55287,0.51046,2.5337,12840,12726
0.037941,0.031751,94.055,3.5,0.56291,0.5141,2.4927,12872,12746
0.037941,0.031751,97.947,3.5,0.57284,0.51536,2.3226,12860,12708
