conn-mean,conn-var,ddist-var,ddist-plaw,eff,ddist-mean,smworld,robtarget,robrandom
0.15006,0.037113,4.9608,2.3,0.02969,0.16613,21.663,2454.5,2235.5
0.15006,0.037113,13.529,2.59,0.084855,0.31416,12.387,5583,5092.5
0.15006,0.037113,22.49,3.5,0.18176,0.36756,6.9959,9961.5,7040
0.15006,0.037113,34.761,3.5,0.2171,0.44202,7.1772,9796.5,8316
0.15006,0.037113,46.111,2.75,0.26417,0.47491,5.8551,10226,9752.5
0.15006,0.037113,58.615,3.5,0.31601,0.50433,4.7235,11586,10942
0.15006,0.037113,75.104,3.5,0.35898,0.51834,3.6151,12302,11104
0.15006,0.037113,88.264,3.5,0.38091,0.52982,3.3859,12111,11844
0.15006,0.037113,100.83,2.85,0.40431,0.52731,3.3647,12294,12165
0.15006,0.037113,113.22,3.5,0.42072,0.55188,3.1467,12369,11784
0.15006,0.037113,127.72,3.5,0.43486,0.5618,3.0298,12396,11888
0.15006,0.037113,139.26,3.5,0.44815,0.55551,3.0167,12196,12145
0.15006,0.037113,153.99,3.5,0.46129,0.5612,2.8246,12130,12088
0.15006,0.037113,167.52,3.5,0.47294,0.57108,2.6822,12149,12192
0.15006,0.037113,183.83,3.5,0.48439,0.57281,2.493,12166,12214
0.15006,0.037113,201.87,3.5,0.49897,0.57731,2.343,12225,12280
0.15006,0.037113,214.05,3.5,0.51478,0.5788,2.3269,12390,12457
0.15006,0.037113,224.11,3.5,0.52425,0.58565,2.2641,12420,12213
0.15006,0.037113,235.46,3.36,0.53402,0.58949,2.1961,12390,12355
0.15006,0.037113,252.51,3.5,0.54325,0.59823,2.1551,12363,12290
